date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:50:37	47774/47774	---MCZ	200	added ('OK')	text/html	date:Mon,%2003%20Feb%202025%2017:29:13%20GMT	https://www.handypro.com/services/carpentry	D:/downloaded%20templets/handy%20services/handypro/www.handypro.com/services/carpentry.html	(from https://www.handypro.com/)
15:50:37	50998/50998	---MCZ	200	added ('OK')	text/html	date:Mon,%2003%20Feb%202025%2017:29:19%20GMT	https://www.handypro.com/services/plumbing-fixtures	D:/downloaded%20templets/handy%20services/handypro/www.handypro.com/services/plumbing-fixtures.html	(from https://www.handypro.com/)
15:50:38	49644/49644	---MCZ	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2021:29:39%20GMT	https://www.handypro.com/services/electrical-lighting	D:/downloaded%20templets/handy%20services/handypro/www.handypro.com/services/electrical-lighting.html	(from https://www.handypro.com/)
15:50:38	52515/52515	---MCZ	200	added ('OK')	text/html	date:Mon,%2003%20Feb%202025%2017:29:21%20GMT	https://www.handypro.com/services/furniture-assembly	D:/downloaded%20templets/handy%20services/handypro/www.handypro.com/services/furniture-assembly.html	(from https://www.handypro.com/)
15:50:38	47920/47920	---MCZ	200	added ('OK')	text/html	date:Mon,%2003%20Feb%202025%2017:29:20%20GMT	https://www.handypro.com/services/tv-mounting-installation	D:/downloaded%20templets/handy%20services/handypro/www.handypro.com/services/tv-mounting-installation.html	(from https://www.handypro.com/)
15:50:39	49752/49752	---MCZ	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2016:53:10%20GMT	https://www.handypro.com/services/exterior-home-services	D:/downloaded%20templets/handy%20services/handypro/www.handypro.com/services/exterior-home-services.html	(from https://www.handypro.com/)
15:50:40	51043/51043	---MCZ	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2017:28:57%20GMT	https://www.handypro.com/services/other-handyman-services	D:/downloaded%20templets/handy%20services/handypro/www.handypro.com/services/other-handyman-services.html	(from https://www.handypro.com/)
15:50:40	49291/49291	---MCZ	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2021:29:38%20GMT	https://www.handypro.com/services/home-modification	D:/downloaded%20templets/handy%20services/handypro/www.handypro.com/services/home-modification.html	(from https://www.handypro.com/)
15:50:41	46785/46785	---MCZ	200	added ('OK')	text/html	date:Mon,%2003%20Feb%202025%2016:50:32%20GMT	https://www.handypro.com/services/grab-bars-accessories	D:/downloaded%20templets/handy%20services/handypro/www.handypro.com/services/grab-bars-accessories.html	(from https://www.handypro.com/)
15:50:41	45743/45743	---MCZ	200	added ('OK')	text/html	date:Mon,%2003%20Feb%202025%2016:58:08%20GMT	https://www.handypro.com/services/walk-in-showers	D:/downloaded%20templets/handy%20services/handypro/www.handypro.com/services/walk-in-showers.html	(from https://www.handypro.com/)
15:50:42	46499/46499	---MCZ	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2021:29:39%20GMT	https://www.handypro.com/services/transition-tub	D:/downloaded%20templets/handy%20services/handypro/www.handypro.com/services/transition-tub.html	(from https://www.handypro.com/)
15:50:42	45895/45895	---MCZ	200	added ('OK')	text/html	date:Mon,%2003%20Feb%202025%2017:29:20%20GMT	https://www.handypro.com/services/ceiling-lift-installation	D:/downloaded%20templets/handy%20services/handypro/www.handypro.com/services/ceiling-lift-installation.html	(from https://www.handypro.com/)
15:50:43	45643/45643	---MCZ	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2021:29:40%20GMT	https://www.handypro.com/services/vertical-platform-lift-installation	D:/downloaded%20templets/handy%20services/handypro/www.handypro.com/services/vertical-platform-lift-installation.html	(from https://www.handypro.com/)
15:50:43	46161/46161	---MCZ	200	added ('OK')	text/html	date:Mon,%2003%20Feb%202025%2017:29:20%20GMT	https://www.handypro.com/services/stair-lift-installation-services	D:/downloaded%20templets/handy%20services/handypro/www.handypro.com/services/stair-lift-installation-services.html	(from https://www.handypro.com/)
15:50:44	46731/46731	---MCZ	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2021:29:39%20GMT	https://www.handypro.com/services/mobility-ramps	D:/downloaded%20templets/handy%20services/handypro/www.handypro.com/services/mobility-ramps.html	(from https://www.handypro.com/)
15:50:45	46378/46378	---MCZ	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2021:29:39%20GMT	https://www.handypro.com/services/accessibility-lifts	D:/downloaded%20templets/handy%20services/handypro/www.handypro.com/services/accessibility-lifts.html	(from https://www.handypro.com/)
15:50:45	46026/46026	---MCZ	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2021:29:40%20GMT	https://www.handypro.com/services/bathroom-accessibility-remodeling	D:/downloaded%20templets/handy%20services/handypro/www.handypro.com/services/bathroom-accessibility-remodeling.html	(from https://www.handypro.com/)
15:50:46	45738/45738	---MCZ	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2021:29:40%20GMT	https://www.handypro.com/services/other-home-modifications	D:/downloaded%20templets/handy%20services/handypro/www.handypro.com/services/other-home-modifications.html	(from https://www.handypro.com/)
15:50:46	58982/58982	---MCZ	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2017:17:43%20GMT	https://www.handypro.com/our-story	D:/downloaded%20templets/handy%20services/handypro/www.handypro.com/our-story.html	(from https://www.handypro.com/)
15:50:46	58459/58459	---MCZ	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2016:40:08%20GMT	https://www.handypro.com/our-story/become-a-craftsman	D:/downloaded%20templets/handy%20services/handypro/www.handypro.com/our-story/become-a-craftsman.html	(from https://www.handypro.com/)
15:50:47	67174/67174	---MCZ	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2016:40:53%20GMT	https://www.handypro.com/our-story/franchise-opportunities	D:/downloaded%20templets/handy%20services/handypro/www.handypro.com/our-story/franchise-opportunities.html	(from https://www.handypro.com/)
15:50:47	303749/303749	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Feb%202025%2012:59:02%20GMT	https://www.handypro.com/our-story/reviews	D:/downloaded%20templets/handy%20services/handypro/www.handypro.com/our-story/reviews.html	(from https://www.handypro.com/)
15:50:47	50940/50940	---MCZ	200	added ('OK')	text/html	date:Mon,%2003%20Feb%202025%2017:29:17%20GMT	https://www.handypro.com/our-story/faqs	D:/downloaded%20templets/handy%20services/handypro/www.handypro.com/our-story/faqs.html	(from https://www.handypro.com/)
15:50:48	66305/66305	---MCZ	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2021:29:40%20GMT	https://www.handypro.com/our-story/project-gallery	D:/downloaded%20templets/handy%20services/handypro/www.handypro.com/our-story/project-gallery.html	(from https://www.handypro.com/)
15:50:49	65290/65290	---MCZ	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2021:29:40%20GMT	https://www.handypro.com/our-story/in-the-news	D:/downloaded%20templets/handy%20services/handypro/www.handypro.com/our-story/in-the-news.html	(from https://www.handypro.com/)
15:50:49	79131/79131	---MCZ	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2020:10:22%20GMT	https://www.handypro.com/our-story/video-center	D:/downloaded%20templets/handy%20services/handypro/www.handypro.com/our-story/video-center.html	(from https://www.handypro.com/)
15:50:49	115499/115499	---MCZ	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2015:45:46%20GMT	https://www.handypro.com/our-story/blog	D:/downloaded%20templets/handy%20services/handypro/www.handypro.com/our-story/blog.html	(from https://www.handypro.com/)
15:50:50	40147/40147	---MCZ	200	added ('OK')	text/html	date:Sun,%2009%20Feb%202025%2009:30:37%20GMT	https://www.handypro.com/our-story/special-offers	D:/downloaded%20templets/handy%20services/handypro/www.handypro.com/our-story/special-offers.html	(from https://www.handypro.com/)
15:50:50	42797/42797	---MCZ	200	added ('OK')	text/html	date:Mon,%2003%20Feb%202025%2015:24:35%20GMT	https://www.handypro.com/our-story/truztpro-app	D:/downloaded%20templets/handy%20services/handypro/www.handypro.com/our-story/truztpro-app.html	(from https://www.handypro.com/)
15:50:50	47074/47074	---MCZ	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2016:40:01%20GMT	https://www.handypro.com/contact-us	D:/downloaded%20templets/handy%20services/handypro/www.handypro.com/contact-us.html	(from https://www.handypro.com/)
15:50:50	90274/90274	---MCZ	200	added ('OK')	text/html	date:Sun,%2009%20Feb%202025%2010:21:37%20GMT	https://www.handypro.com/locations	D:/downloaded%20templets/handy%20services/handypro/www.handypro.com/locations.html	(from https://www.handypro.com/)
15:50:51	43037/43037	---MCZ	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2017:28:57%20GMT	https://www.handypro.com/financing	D:/downloaded%20templets/handy%20services/handypro/www.handypro.com/financing.html	(from https://www.handypro.com/)
15:50:52	44340/44340	---M--	200	added ('OK')	image/png	etag:%22532067cadea164fcc374f0b17cb08857%22	https://cdn.prod.website-files.com/64c93da6f9f661cffa20dfee/678e84dd291be28e4622bedf_555524.png	D:/downloaded%20templets/handy%20services/handypro/cdn.prod.website-files.com/64c93da6f9f661cffa20dfee/678e84dd291be28e4622bedf_555524.png	(from https://www.handypro.com/)
15:50:54	90050/90050	---M--	200	added ('OK')	image/png	etag:%225d6b53127b918a33648092d619d1ab10%22	https://cdn.prod.website-files.com/64c93da6f9f661cffa20dfee/6580c05e037c60ef6d332e78_LocalEventLogo_TAfE_2022Finalist-TwoTone-3693x3096-23c5326.png	D:/downloaded%20templets/handy%20services/handypro/cdn.prod.website-files.com/64c93da6f9f661cffa20dfee/6580c05e037c60ef6d332e78_LocalEventLogo_TAfE_2022Finalist-TwoTone-3693x3096-23c5326.png	(from https://www.handypro.com/)
15:50:54	0/0	---M--	451	error ('Unknown%20error')	text/html	date:Mon,%2010%20Feb%202025%2011:50:54%20GMT	https://seal-easternmichigan.bbb.org/seals/blue-seal-200-42-bbb-32020168.png	D:/downloaded%20templets/handy%20services/handypro/seal-easternmichigan.bbb.org/seals/blue-seal-200-42-bbb-32020168.2d.delayed	(from https://www.handypro.com/)
15:50:55	82808/82808	---M--	200	added ('OK')	image/jpeg	etag:%2293613a7b0be1848f1d467d7f9f2c2b43%22	https://cdn.prod.website-files.com/64c93da6f9f661cffa20e087/64c93ff69733bbc33f3bdff1_cta-v1-cta-1-bg.2106141306522.jpg	D:/downloaded%20templets/handy%20services/handypro/cdn.prod.website-files.com/64c93da6f9f661cffa20e087/64c93ff69733bbc33f3bdff1_cta-v1-cta-1-bg.2106141306522.jpg	(from https://www.handypro.com/)
15:50:56	179089/179089	---M--	200	added ('OK')	image/jpeg	etag:%227d2166c180a091e9771b175fc28c0943%22	https://cdn.prod.website-files.com/64c93da6f9f661cffa20e087/6509cca3967e879e06f38699_RLD_D4_1996.CR2.p.jpg	D:/downloaded%20templets/handy%20services/handypro/cdn.prod.website-files.com/64c93da6f9f661cffa20e087/6509cca3967e879e06f38699_RLD_D4_1996.CR2.p.jpg	(from https://www.handypro.com/)
15:50:56	79358/79358	---M--	200	added ('OK')	image/jpeg	etag:%22207348fdfca50ce70e5b8d75101c3c6f%22	https://cdn.prod.website-files.com/64c93da6f9f661cffa20e087/64c9426a39c8467350980c01_cta-v1-cta-3-bg.2107111340315.jpg	D:/downloaded%20templets/handy%20services/handypro/cdn.prod.website-files.com/64c93da6f9f661cffa20e087/64c9426a39c8467350980c01_cta-v1-cta-3-bg.2107111340315.jpg	(from https://www.handypro.com/)
15:50:56	57261/57261	---MCZ	200	added ('OK')	text/html	date:Mon,%2010%20Feb%202025%2006:04:08%20GMT	https://www.handypro.com/local-service/farmington-hills-tv-mounting-installation	D:/downloaded%20templets/handy%20services/handypro/www.handypro.com/local-service/farmington-hills-tv-mounting-installation.html	(from https://www.handypro.com/)
15:50:56	102784/102784	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Feb%202025%2022:32:51%20GMT	https://www.handypro.com/locations/farmington-hills	D:/downloaded%20templets/handy%20services/handypro/www.handypro.com/locations/farmington-hills.html	(from https://www.handypro.com/)
15:50:56	101338/101338	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Feb%202025%2022:04:07%20GMT	https://www.handypro.com/locations/fort-lauderdale	D:/downloaded%20templets/handy%20services/handypro/www.handypro.com/locations/fort-lauderdale.html	(from https://www.handypro.com/)
15:50:56	101105/101105	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Feb%202025%2022:16:47%20GMT	https://www.handypro.com/locations/south-miami	D:/downloaded%20templets/handy%20services/handypro/www.handypro.com/locations/south-miami.html	(from https://www.handypro.com/)
15:50:57	103204/103204	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Feb%202025%2022:21:21%20GMT	https://www.handypro.com/locations/northwest-indiana	D:/downloaded%20templets/handy%20services/handypro/www.handypro.com/locations/northwest-indiana.html	(from https://www.handypro.com/)
15:50:57	102805/102805	---MCZ	200	added ('OK')	text/html	date:Sun,%2009%20Feb%202025%2023:11:14%20GMT	https://www.handypro.com/locations/delmarva	D:/downloaded%20templets/handy%20services/handypro/www.handypro.com/locations/delmarva.html	(from https://www.handypro.com/)
15:50:58	99238/99238	---MCZ	200	added ('OK')	text/html	date:Sun,%2009%20Feb%202025%2022:01:46%20GMT	https://www.handypro.com/locations/washington-dc	D:/downloaded%20templets/handy%20services/handypro/www.handypro.com/locations/washington-dc.html	(from https://www.handypro.com/)
15:50:58	100313/100313	---MCZ	200	added ('OK')	text/html	date:Sun,%2009%20Feb%202025%2023:11:13%20GMT	https://www.handypro.com/locations/plymouth	D:/downloaded%20templets/handy%20services/handypro/www.handypro.com/locations/plymouth.html	(from https://www.handypro.com/)
15:50:58	101650/101650	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Feb%202025%2021:46:20%20GMT	https://www.handypro.com/locations/central-new-jersey	D:/downloaded%20templets/handy%20services/handypro/www.handypro.com/locations/central-new-jersey.html	(from https://www.handypro.com/)
15:50:58	102032/102032	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Feb%202025%2021:50:49%20GMT	https://www.handypro.com/locations/toledo	D:/downloaded%20templets/handy%20services/handypro/www.handypro.com/locations/toledo.html	(from https://www.handypro.com/)
15:50:59	100063/100063	---MCZ	200	added ('OK')	text/html	date:Mon,%2010%20Feb%202025%2006:05:44%20GMT	https://www.handypro.com/locations/montgomery-county	D:/downloaded%20templets/handy%20services/handypro/www.handypro.com/locations/montgomery-county.html	(from https://www.handypro.com/)
15:50:59	100370/100370	---MCZ	200	added ('OK')	text/html	date:Mon,%2010%20Feb%202025%2002:03:52%20GMT	https://www.handypro.com/locations/northern-virginia	D:/downloaded%20templets/handy%20services/handypro/www.handypro.com/locations/northern-virginia.html	(from https://www.handypro.com/)
15:50:59	100305/100305	---MCZ	200	added ('OK')	text/html	date:Wed,%2005%20Feb%202025%2001:28:29%20GMT	https://www.handypro.com/locations/west-virginia	D:/downloaded%20templets/handy%20services/handypro/www.handypro.com/locations/west-virginia.html	(from https://www.handypro.com/)
15:51:00	72868/72868	---MCZ	200	added ('OK')	text/html	date:Mon,%2003%20Feb%202025%2017:29:16%20GMT	https://www.handypro.com/privacy-policy	D:/downloaded%20templets/handy%20services/handypro/www.handypro.com/privacy-policy.html	(from https://www.handypro.com/)
15:51:00	39422/39422	---MCZ	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2016:40:21%20GMT	https://www.handypro.com/terms-of-use	D:/downloaded%20templets/handy%20services/handypro/www.handypro.com/terms-of-use.html	(from https://www.handypro.com/)
15:51:00	37906/37906	---MCZ	200	added ('OK')	text/html	date:Mon,%2003%20Feb%202025%2017:29:16%20GMT	https://www.handypro.com/accessibility	D:/downloaded%20templets/handy%20services/handypro/www.handypro.com/accessibility.html	(from https://www.handypro.com/)
15:51:00	42660/42660	---MCZ	200	added ('OK')	text/html	date:Mon,%2003%20Feb%202025%2017:29:16%20GMT	https://www.handypro.com/disclaimer	D:/downloaded%20templets/handy%20services/handypro/www.handypro.com/disclaimer.html	(from https://www.handypro.com/)
15:51:01	85258/85258	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Feb%202025%2013:32:52%20GMT	https://www.handypro.com/site-map	D:/downloaded%20templets/handy%20services/handypro/www.handypro.com/site-map.html	(from https://www.handypro.com/)
15:51:01	89476/89476	---MCZ	200	added ('OK')	application/javascript	etag:W/%22dc5e7f18c8d36ac1d3d4753a87c98d0a%22	https://d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c8.js?site=64c93da6f9f661cffa20dfee	D:/downloaded%20templets/handy%20services/handypro/d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c89101.js	(from https://www.handypro.com/)
15:51:02	773980/773980	---MCZ	200	added ('OK')	text/javascript	etag:W/%22dcfe3bb2f35316e919df85d0f0995ab3%22	https://cdn.prod.website-files.com/64c93da6f9f661cffa20dfee/js/handypro.1b2f4fff.cec9473d751b51ef.js	D:/downloaded%20templets/handy%20services/handypro/cdn.prod.website-files.com/64c93da6f9f661cffa20dfee/js/handypro.1b2f4fff.cec9473d751b51ef.js	(from https://www.handypro.com/)
15:51:03	42903/42903	---M--	200	added ('OK')	image/jpeg	etag:%22df0b422dbdee6e5ac32e95a990f2b7c0%22	https://cdn.prod.website-files.com/64c93da6f9f661cffa20dfee/64c9587fe6396fb775618728_content-06.2107121250507%20(1).jpg	D:/downloaded%20templets/handy%20services/handypro/cdn.prod.website-files.com/64c93da6f9f661cffa20dfee/64c9587fe6396fb775618728_content-06.2107121250507%20(1).jpg	(from https://www.handypro.com/service-categories/handyman-services)
15:51:03	17807/17807	---M--	200	added ('OK')	image/jpeg	etag:%2210a9e433ae612e7abb30ca13aefffb34%22	https://cdn.prod.website-files.com/64c93da6f9f661cffa20e087/66b3c247238957269a7cd48b_669ea0b552dfb11c12ed8898_64c95588e6396fb7755db440-painting-2-hour1.2106251439259-330x400.jpeg	D:/downloaded%20templets/handy%20services/handypro/cdn.prod.website-files.com/64c93da6f9f661cffa20e087/66b3c247238957269a7cd48b_669ea0b552dfb11c12ed8898_64c95588e6396fb7755db440-painting-2-hour1.2106251439259-330x400.jpg	(from https://www.handypro.com/service-categories/handyman-services)
15:51:03	19015/19015	---M--	200	added ('OK')	image/jpeg	etag:%22358f37f80e7f741d248632f174a498b5%22	https://cdn.prod.website-files.com/64c93da6f9f661cffa20e087/66b3c246f1b162215fb3c4c1_669ea03f19eb805dcfeb6b00_drywall-services-400x445.jpeg	D:/downloaded%20templets/handy%20services/handypro/cdn.prod.website-files.com/64c93da6f9f661cffa20e087/66b3c246f1b162215fb3c4c1_669ea03f19eb805dcfeb6b00_drywall-services-400x445.jpg	(from https://www.handypro.com/service-categories/handyman-services)
15:51:04	26436/26436	---M--	200	added ('OK')	image/jpeg	etag:%22af883f6f414f79322863057622277ae3%22	https://cdn.prod.website-files.com/64c93da6f9f661cffa20e087/66b3c24551c4d5e00a9121fb_669ea08dbc99798325840536_carpenter-services-425x250.jpeg	D:/downloaded%20templets/handy%20services/handypro/cdn.prod.website-files.com/64c93da6f9f661cffa20e087/66b3c24551c4d5e00a9121fb_669ea08dbc99798325840536_carpenter-services-425x250.jpg	(from https://www.handypro.com/service-categories/handyman-services)
15:51:05	71856/71856	---M--	200	added ('OK')	image/jpeg	etag:%22dffe699f986dae8ed077e79c1b5e45fa%22	https://cdn.prod.website-files.com/64c93da6f9f661cffa20e087/64c948d87605d72f3e7ec95f_banner-plumbing.2107121112192.jpeg	D:/downloaded%20templets/handy%20services/handypro/cdn.prod.website-files.com/64c93da6f9f661cffa20e087/64c948d87605d72f3e7ec95f_banner-plumbing.2107121112192.jpg	(from https://www.handypro.com/service-categories/handyman-services)
15:51:05	79318/79318	---M--	200	added ('OK')	image/jpeg	etag:%22191554a301570602ebd51a3f49c4044d%22	https://cdn.prod.website-files.com/64c93da6f9f661cffa20e087/66b3c246b12ad54a4784337b_6509cabc9310deeb70cb11bf_banner-electrical.2107121112137.jpeg	D:/downloaded%20templets/handy%20services/handypro/cdn.prod.website-files.com/64c93da6f9f661cffa20e087/66b3c246b12ad54a4784337b_6509cabc9310deeb70cb11bf_banner-electrical.2107121112137.jpg	(from https://www.handypro.com/service-categories/handyman-services)
15:51:05	98488/98488	---M--	200	added ('OK')	image/jpeg	etag:%22def97e5b5b9e8332a28c1472662ad2b6%22	https://cdn.prod.website-files.com/64c93da6f9f661cffa20e087/64c948d6b37471f8f20ece62_banners-furniture-assembly.2107121112210.jpeg	D:/downloaded%20templets/handy%20services/handypro/cdn.prod.website-files.com/64c93da6f9f661cffa20e087/64c948d6b37471f8f20ece62_banners-furniture-assembly.2107121112210.jpg	(from https://www.handypro.com/service-categories/handyman-services)
15:51:06	102647/102647	---M--	200	added ('OK')	image/jpeg	etag:%22a429d8137dc0d78adaefd5f504be19be%22	https://cdn.prod.website-files.com/64c93da6f9f661cffa20e087/64c948d61b500610bb2e0fef_banner-TV.2107121112263.jpeg	D:/downloaded%20templets/handy%20services/handypro/cdn.prod.website-files.com/64c93da6f9f661cffa20e087/64c948d61b500610bb2e0fef_banner-TV.2107121112263.jpg	(from https://www.handypro.com/service-categories/handyman-services)
15:51:06	37818/37818	---M--	200	added ('OK')	image/jpeg	etag:%222313f1f2cd81e8eed64a7b09292a2b16%22	https://cdn.prod.website-files.com/64c93da6f9f661cffa20e087/66b3c246a34394ae521f8dc5_669ea0d474b12b61b23c8b29_roofing-handyman-667x334.jpeg	D:/downloaded%20templets/handy%20services/handypro/cdn.prod.website-files.com/64c93da6f9f661cffa20e087/66b3c246a34394ae521f8dc5_669ea0d474b12b61b23c8b29_roofing-handyman-667x334.jpg	(from https://www.handypro.com/service-categories/handyman-services)
15:51:07	112456/112456	---M--	200	added ('OK')	image/jpeg	etag:%228cb27b1663012794bfba0351b96369ad%22	https://cdn.prod.website-files.com/64c93da6f9f661cffa20e087/64c948d6b37471f8f20ecef3_banner-other.2107121112184.jpeg	D:/downloaded%20templets/handy%20services/handypro/cdn.prod.website-files.com/64c93da6f9f661cffa20e087/64c948d6b37471f8f20ecef3_banner-other.2107121112184.jpg	(from https://www.handypro.com/service-categories/handyman-services)
15:51:07	40338/40338	---M--	200	added ('OK')	image/jpeg	etag:%22e02131858e597ab37fecf23168e35040%22	https://cdn.prod.website-files.com/64c93da6f9f661cffa20dfee/669eb49a31d19361c647df48_handyman-services-you-can-trust-630x420%20(1).jpg	D:/downloaded%20templets/handy%20services/handypro/cdn.prod.website-files.com/64c93da6f9f661cffa20dfee/669eb49a31d19361c647df48_handyman-services-you-can-trust-630x420%20(1).jpg	(from https://www.handypro.com/service-categories/handyman-services)
15:51:08	33050/33050	---M--	200	added ('OK')	image/jpeg	etag:%22d6f372e3d01aa804399a24e3d75dd06c%22	https://cdn.prod.website-files.com/64c93da6f9f661cffa20dfee/669eb4bdcf831c6c37e746e2_handyman-handywoman-handyperson-handypro-630x420%20(1).jpg	D:/downloaded%20templets/handy%20services/handypro/cdn.prod.website-files.com/64c93da6f9f661cffa20dfee/669eb4bdcf831c6c37e746e2_handyman-handywoman-handyperson-handypro-630x420%20(1).jpg	(from https://www.handypro.com/service-categories/handyman-services)
15:51:08	42098/42098	---M--	200	added ('OK')	image/jpeg	etag:%227f18e8da3075787896b46516ec05acc7%22	https://cdn.prod.website-files.com/64c93da6f9f661cffa20e087/669eab59a45bf51cdc821832_handyman-to-install-bathroom-526x526.jpg	D:/downloaded%20templets/handy%20services/handypro/cdn.prod.website-files.com/64c93da6f9f661cffa20e087/669eab59a45bf51cdc821832_handyman-to-install-bathroom-526x526.jpg	(from https://www.handypro.com/service-categories/handyman-services)
